@relation solicitantes

@attribute edad_del_peticionario real
@attribute nivel_de_estudios {ninguno, licenciatura, posgrado}
@attribute nivel_de_renta {alto, medio, bajo}
@attribute patrimonio {alto, medio, bajo}
@attribute numero_de_hijos real
@attribute tamano_del_credito real
@attribute funcionario {si, no}
@attribute autorizado {si, no}

@data
37,licenciatura,bajo,bajo,1,6382,no,no
48,ninguno,bajo,bajo,2,2376,no,no
56,ninguno,bajo,bajo,6,8886,no,no
60,ninguno,bajo,bajo,3,14250,no,si
54,ninguno,bajo,bajo,1,11873,no,si
37,licenciatura,medio,medio,3,2361,si,si
24,licenciatura,medio,alto,2,81826,si,si
57,ninguno,bajo,bajo,3,2297,no,no
21,licenciatura,medio,alto,3,88897,si,no
47,posgrado,alto,alto,3,63403,si,si
58,posgrado,alto,alto,0,57163,si,si
59,posgrado,medio,alto,2,86651,si,si
30,posgrado,medio,medio,3,65710,no,si
22,licenciatura,bajo,bajo,4,1710,no,no
58,ninguno,bajo,bajo,3,7631,si,no
33,licenciatura,medio,bajo,2,76201,si,si
57,ninguno,bajo,bajo,1,2570,no,no
60,posgrado,medio,medio,2,19219,si,si
55,posgrado,alto,bajo,2,71886,si,si
46,ninguno,bajo,bajo,4,12226,no,no
20,licenciatura,medio,bajo,1,95339,si,no
22,ninguno,medio,bajo,2,68589,no,no
32,licenciatura,medio,medio,2,36382,si,si
30,ninguno,medio,medio,0,13039,si,si
25,licenciatura,medio,alto,3,77561,si,si
36,ninguno,medio,medio,2,41065,si,si
60,ninguno,medio,medio,1,61230,si,no
59,ninguno,bajo,bajo,5,10563,no,no
22,licenciatura,medio,bajo,0,16807,si,si
58,ninguno,bajo,bajo,4,12130,no,no
58,posgrado,alto,medio,1,49783,no,no
45,ninguno,bajo,bajo,6,15922,no,si
57,ninguno,bajo,bajo,2,11805,no,no
23,licenciatura,medio,medio,3,65621,no,si
22,licenciatura,alto,bajo,0,57607,si,si
52,posgrado,bajo,bajo,5,17653,si,si
52,ninguno,bajo,bajo,2,10180,no,no
50,posgrado,alto,bajo,3,18505,si,si
59,ninguno,bajo,bajo,3,15050,no,no
53,ninguno,bajo,bajo,5,9811,no,no
28,licenciatura,medio,bajo,1,1123,si,si
53,ninguno,bajo,bajo,2,4430,no,no
30,licenciatura,medio,medio,3,89275,si,si
27,licenciatura,alto,medio,2,72281,si,si
53,posgrado,medio,alto,2,22883,no,si
39,ninguno,medio,alto,0,78573,no,si
23,licenciatura,medio,bajo,3,92854,si,no
27,licenciatura,medio,bajo,0,53162,si,si
58,posgrado,medio,bajo,0,51331,si,si
50,ninguno,bajo,bajo,3,1809,no,no
40,ninguno,medio,alto,2,79372,si,si
23,ninguno,medio,alto,1,24210,si,no
41,posgrado,alto,medio,1,58643,si,no
28,licenciatura,medio,bajo,0,66443,no,si
51,ninguno,bajo,bajo,2,12088,no,no
32,ninguno,bajo,bajo,6,1506,no,no
47,posgrado,bajo,bajo,1,16524,no,si
56,ninguno,bajo,bajo,5,7854,no,no
29,licenciatura,medio,medio,1,12466,si,si
23,licenciatura,medio,medio,0,91285,no,si
57,posgrado,medio,medio,1,25613,si,si
31,licenciatura,bajo,bajo,6,14830,si,no
56,ninguno,bajo,bajo,6,11947,no,no
41,ninguno,bajo,bajo,2,9684,no,no
51,posgrado,bajo,bajo,3,8071,no,si
38,posgrado,medio,bajo,2,38524,si,si
45,ninguno,bajo,bajo,1,9010,no,no
57,ninguno,bajo,bajo,5,17202,no,no
25,ninguno,medio,bajo,1,3880,si,si
47,posgrado,bajo,bajo,2,7647,no,no
51,ninguno,bajo,bajo,6,1464,no,no
27,licenciatura,medio,bajo,1,86191,si,no
24,licenciatura,medio,alto,0,18571,si,si
36,licenciatura,bajo,bajo,1,6920,no,no
43,ninguno,medio,medio,1,87820,si,si
22,licenciatura,medio,alto,3,37988,no,si
34,ninguno,bajo,bajo,1,15118,no,no
33,licenciatura,alto,medio,1,79094,si,si
45,ninguno,medio,medio,2,4062,si,si
25,licenciatura,alto,bajo,1,22292,si,si
30,licenciatura,medio,medio,0,91913,si,si
25,licenciatura,medio,bajo,2,5597,si,si
54,ninguno,bajo,bajo,2,12743,no,no
44,ninguno,medio,alto,3,96136,si,si
31,ninguno,bajo,medio,3,3768,si,si
25,ninguno,bajo,bajo,6,9718,si,si
57,ninguno,bajo,bajo,2,15971,no,no
57,ninguno,bajo,bajo,5,17839,no,no
29,ninguno,bajo,bajo,1,7169,no,si
48,ninguno,bajo,bajo,3,17612,si,no
24,licenciatura,medio,alto,2,18372,si,si
37,licenciatura,medio,alto,3,43813,si,si
58,ninguno,bajo,bajo,4,11373,no,no
40,licenciatura,medio,medio,1,58036,si,si
34,licenciatura,alto,alto,0,12657,si,si
37,licenciatura,medio,medio,1,51207,si,si
43,ninguno,bajo,bajo,3,3122,no,no
42,ninguno,medio,bajo,2,73069,si,si
60,ninguno,medio,bajo,3,20443,si,si
35,licenciatura,bajo,medio,5,4080,no,no
35,licenciatura,bajo,bajo,6,16579,si,no
30,licenciatura,medio,medio,3,27007,si,si
51,posgrado,medio,medio,1,31452,si,si
59,ninguno,bajo,bajo,4,11793,no,no
24,ninguno,bajo,medio,4,10285,si,no
55,ninguno,bajo,medio,1,16283,si,si
21,licenciatura,bajo,bajo,3,11703,no,si
38,posgrado,bajo,bajo,3,18813,si,no
30,licenciatura,bajo,bajo,3,4939,no,no
31,ninguno,bajo,bajo,2,1333,no,no
54,posgrado,medio,alto,2,47221,si,si
53,ninguno,medio,bajo,2,16977,si,si
28,licenciatura,bajo,medio,2,2009,si,no
27,licenciatura,medio,medio,3,87859,si,no
24,licenciatura,medio,medio,1,69157,si,si
45,ninguno,bajo,bajo,3,19447,no,no
45,ninguno,bajo,bajo,1,652,no,no
36,ninguno,medio,bajo,1,22863,si,si
58,ninguno,bajo,bajo,6,19216,no,no
45,ninguno,bajo,bajo,4,12942,no,no
29,ninguno,medio,bajo,1,30567,si,si
51,ninguno,bajo,medio,6,18325,no,no
59,ninguno,bajo,medio,6,3849,no,no
36,ninguno,medio,medio,2,99283,si,no
49,ninguno,bajo,bajo,2,10075,no,no
20,ninguno,medio,alto,0,81020,si,no
53,ninguno,bajo,bajo,1,3604,no,no
50,posgrado,medio,bajo,1,87409,si,si
59,ninguno,bajo,bajo,6,17051,no,no
32,ninguno,medio,bajo,1,36384,no,no
49,ninguno,medio,bajo,1,1782,si,no
48,posgrado,medio,medio,3,80701,si,si
30,licenciatura,alto,alto,0,97456,si,si
55,ninguno,bajo,bajo,2,5174,no,no
51,ninguno,medio,bajo,3,6410,no,no
41,ninguno,bajo,bajo,6,8685,no,no
30,ninguno,bajo,medio,1,14220,no,si
24,licenciatura,alto,bajo,1,51433,si,si
51,posgrado,alto,bajo,3,89029,si,si
54,ninguno,medio,medio,1,92288,si,si
46,ninguno,bajo,medio,4,5210,no,no
55,ninguno,bajo,bajo,4,15833,no,no
60,ninguno,bajo,bajo,3,11422,no,no
54,posgrado,alto,medio,0,14927,si,no
27,licenciatura,bajo,medio,2,13319,si,si
22,licenciatura,medio,medio,1,49931,no,si
52,ninguno,bajo,bajo,1,5177,si,no
21,licenciatura,medio,medio,3,68937,si,si
33,licenciatura,bajo,bajo,3,9574,no,no
52,ninguno,medio,bajo,3,12019,si,no
45,posgrado,alto,bajo,3,27195,si,si
32,licenciatura,medio,alto,2,80107,si,no
46,ninguno,medio,medio,1,21768,si,si
46,ninguno,bajo,bajo,5,3391,no,no
56,ninguno,bajo,bajo,1,6615,no,no
31,licenciatura,bajo,bajo,5,15888,no,no
43,ninguno,bajo,bajo,5,9667,si,no
22,licenciatura,medio,medio,3,74362,si,no
54,ninguno,bajo,bajo,2,2490,si,no
55,ninguno,bajo,bajo,5,4152,no,no
49,ninguno,bajo,bajo,3,13190,no,no
47,ninguno,medio,medio,1,36981,si,si
49,ninguno,medio,alto,2,42691,si,si
37,ninguno,medio,medio,3,61852,si,si
21,ninguno,medio,medio,2,5562,si,si
36,ninguno,medio,alto,3,19602,si,si
20,licenciatura,medio,alto,1,4154,si,no
57,ninguno,bajo,bajo,6,2943,no,no
26,posgrado,bajo,medio,2,4282,si,no
56,ninguno,bajo,bajo,6,9780,no,no
36,ninguno,medio,medio,2,5396,si,no
44,posgrado,alto,medio,2,66289,si,si
50,ninguno,bajo,bajo,4,10227,no,no
46,ninguno,bajo,bajo,1,8476,no,no
26,ninguno,medio,alto,0,15032,si,si
56,ninguno,bajo,bajo,1,8571,no,no
55,posgrado,medio,bajo,2,41720,si,si
31,licenciatura,medio,medio,2,12117,si,no
44,ninguno,bajo,bajo,1,7479,no,si
55,ninguno,bajo,bajo,1,11005,no,no
41,ninguno,bajo,bajo,3,5121,no,no
50,posgrado,medio,alto,1,65220,si,no
34,licenciatura,medio,bajo,0,29024,si,si
42,ninguno,bajo,bajo,1,3458,si,no
31,licenciatura,bajo,medio,4,7647,si,si
44,ninguno,bajo,bajo,2,648,no,no
51,ninguno,bajo,medio,1,19008,no,no
58,posgrado,medio,medio,0,38542,si,si
52,posgrado,medio,alto,1,85057,si,si
56,ninguno,bajo,bajo,6,8245,si,no
49,ninguno,alto,alto,3,59613,si,si
33,ninguno,alto,alto,3,72249,no,no
49,ninguno,medio,medio,1,10964,si,si
20,licenciatura,medio,medio,1,76460,si,si
23,licenciatura,medio,bajo,0,82770,si,si
49,ninguno,bajo,bajo,4,2752,no,no
28,licenciatura,bajo,bajo,3,3323,si,no
22,licenciatura,alto,alto,3,69672,si,si
32,licenciatura,medio,medio,3,99160,si,si
50,ninguno,bajo,medio,2,5855,si,si
22,licenciatura,alto,bajo,1,43434,si,si
39,ninguno,medio,medio,2,10886,si,si
34,ninguno,medio,medio,0,88846,si,si
54,ninguno,bajo,alto,4,8481,no,no
37,ninguno,medio,medio,1,58274,si,si
24,licenciatura,medio,medio,1,24865,si,no
44,ninguno,bajo,bajo,4,18049,no,no
53,ninguno,medio,medio,3,26814,si,si
58,ninguno,bajo,bajo,6,4798,no,no
32,licenciatura,medio,bajo,0,50078,si,si
40,ninguno,bajo,bajo,1,591,no,no
44,ninguno,bajo,bajo,2,17103,si,no
46,ninguno,bajo,bajo,3,15375,no,no
55,ninguno,bajo,bajo,4,16695,no,no
49,ninguno,bajo,bajo,3,17007,no,no
37,ninguno,medio,alto,2,86007,si,si
34,ninguno,bajo,bajo,6,9964,si,no
41,posgrado,medio,alto,2,26495,si,si
25,ninguno,bajo,bajo,5,19738,no,no
27,ninguno,bajo,bajo,4,5774,no,no
42,posgrado,medio,bajo,2,80465,si,si
50,ninguno,medio,medio,1,2015,si,no
20,ninguno,medio,alto,0,45579,si,si
43,posgrado,medio,medio,3,71109,no,no
60,ninguno,bajo,bajo,6,5239,si,si
47,posgrado,alto,alto,0,49509,si,si
22,licenciatura,medio,medio,2,22443,si,no
51,ninguno,bajo,bajo,6,10999,no,no
49,posgrado,medio,medio,2,63089,si,si
45,ninguno,medio,alto,0,42077,si,no
53,ninguno,bajo,bajo,3,4769,no,no
20,licenciatura,bajo,bajo,2,6217,no,no
51,posgrado,medio,medio,0,54292,si,si
58,posgrado,alto,medio,3,1162,si,si
58,ninguno,medio,medio,3,58117,si,no
41,posgrado,alto,alto,3,86018,si,si
39,ninguno,medio,medio,0,51567,si,no
41,ninguno,alto,medio,2,11940,si,si
41,posgrado,medio,alto,3,73540,no,no
33,licenciatura,medio,bajo,0,66478,si,si
25,licenciatura,medio,medio,1,91114,si,si
58,posgrado,alto,bajo,2,20588,si,si
48,posgrado,medio,medio,0,31005,si,si
54,ninguno,bajo,bajo,3,3734,no,no
43,posgrado,medio,medio,1,70962,si,si
33,licenciatura,bajo,bajo,5,12421,no,no
21,ninguno,medio,alto,0,74432,si,si
40,ninguno,medio,medio,1,14097,si,si
51,ninguno,bajo,bajo,2,12658,si,no
24,ninguno,bajo,bajo,3,5767,no,no
34,licenciatura,medio,alto,2,88986,si,si
47,posgrado,medio,medio,1,89428,si,si
52,ninguno,bajo,medio,4,15775,no,no
43,ninguno,bajo,bajo,5,13915,no,si
23,ninguno,bajo,bajo,4,3887,no,no
31,ninguno,medio,alto,2,93882,si,si
44,ninguno,bajo,bajo,5,15828,no,no
28,ninguno,medio,medio,0,67256,si,si
29,licenciatura,medio,medio,0,21274,si,si
27,licenciatura,bajo,bajo,2,6768,no,no
50,ninguno,bajo,medio,1,19734,si,no
28,licenciatura,medio,medio,0,25079,si,si
34,licenciatura,medio,bajo,0,69887,si,si
36,licenciatura,bajo,bajo,5,2185,no,no
49,ninguno,medio,alto,2,15327,si,si
55,ninguno,bajo,medio,4,1019,si,no
59,ninguno,bajo,bajo,4,19094,no,no
32,licenciatura,medio,medio,0,75345,si,no
43,ninguno,bajo,medio,4,5718,si,no
29,licenciatura,bajo,medio,2,15421,no,no
20,licenciatura,bajo,bajo,6,17256,no,no
31,licenciatura,alto,medio,1,36513,si,si
38,licenciatura,bajo,alto,1,3588,no,no
23,ninguno,medio,medio,3,59040,si,si
42,ninguno,bajo,bajo,1,6917,no,si
47,ninguno,bajo,bajo,6,15308,no,si
37,licenciatura,bajo,bajo,5,6764,no,no
53,ninguno,bajo,bajo,2,6712,no,si
23,licenciatura,bajo,medio,3,13036,si,si
60,ninguno,bajo,bajo,2,1758,si,si
21,ninguno,medio,bajo,3,94647,no,no
41,posgrado,alto,medio,3,53718,si,si
36,licenciatura,bajo,bajo,6,15753,no,no
48,ninguno,bajo,bajo,5,4016,si,no
35,licenciatura,bajo,bajo,6,627,no,no
39,licenciatura,alto,bajo,3,31905,si,si
32,ninguno,medio,medio,3,30544,si,no
60,ninguno,bajo,bajo,3,13874,no,si
53,ninguno,bajo,bajo,4,8079,no,no
38,licenciatura,alto,medio,3,9565,si,si
38,ninguno,medio,alto,1,558,no,si
56,ninguno,bajo,medio,6,14814,no,no
20,licenciatura,medio,alto,2,14852,si,no
31,licenciatura,bajo,medio,3,14015,no,no
23,licenciatura,medio,alto,2,81583,si,si
26,ninguno,medio,bajo,0,12071,si,si
60,ninguno,medio,medio,1,30869,si,si
50,posgrado,medio,medio,0,57223,si,no
28,licenciatura,bajo,bajo,1,4658,no,si
54,posgrado,medio,bajo,1,75102,si,si
30,ninguno,medio,bajo,1,61863,si,no
40,posgrado,medio,bajo,0,96512,si,si
31,licenciatura,medio,medio,1,69523,si,no
45,ninguno,medio,medio,3,34637,no,no
55,posgrado,medio,medio,0,70169,si,si
54,ninguno,bajo,bajo,3,17534,no,no
52,ninguno,bajo,medio,5,14135,si,no
33,licenciatura,bajo,bajo,1,16784,no,no
51,ninguno,bajo,bajo,3,19707,no,no
29,licenciatura,alto,bajo,1,5781,no,si
58,ninguno,bajo,bajo,3,3037,no,no
46,posgrado,medio,alto,2,31405,si,si
29,ninguno,medio,medio,0,44878,si,si
53,ninguno,bajo,bajo,4,2330,si,no
24,licenciatura,medio,alto,3,24061,si,si
41,ninguno,medio,medio,3,40163,si,si
60,posgrado,medio,bajo,0,45325,si,si
30,licenciatura,medio,bajo,2,93345,si,si
22,licenciatura,medio,bajo,0,38160,si,si
36,licenciatura,bajo,medio,1,15631,si,no
56,ninguno,bajo,bajo,2,13841,no,no
30,licenciatura,medio,alto,3,47389,si,si
48,ninguno,bajo,bajo,6,7473,no,no
23,licenciatura,bajo,bajo,2,15215,si,si
38,licenciatura,medio,medio,0,63617,si,si
56,posgrado,medio,bajo,0,74534,si,si
48,posgrado,alto,medio,0,39641,no,si
20,licenciatura,medio,medio,0,4103,si,si
31,licenciatura,medio,alto,3,74249,si,si
41,ninguno,bajo,medio,1,6536,si,si
60,ninguno,bajo,bajo,6,13535,no,no
37,licenciatura,bajo,bajo,2,14365,no,no
59,ninguno,medio,medio,0,2182,si,si
35,ninguno,medio,medio,1,95844,si,no
38,licenciatura,medio,medio,0,4292,si,si
32,ninguno,bajo,medio,5,4344,no,no
39,ninguno,medio,alto,0,63959,si,si
38,ninguno,medio,alto,2,60934,si,si
33,licenciatura,medio,alto,3,86818,si,si
36,posgrado,bajo,bajo,4,8729,no,no
44,posgrado,medio,medio,1,45769,si,si
23,licenciatura,bajo,medio,2,15885,si,si
32,licenciatura,medio,bajo,1,32344,si,si
48,ninguno,bajo,medio,3,15434,no,no
25,licenciatura,bajo,medio,3,13979,no,no
41,posgrado,medio,medio,0,84561,si,si
59,posgrado,medio,medio,0,51552,si,si
23,licenciatura,bajo,bajo,6,6363,si,no
29,licenciatura,bajo,bajo,1,6485,no,no
57,posgrado,medio,bajo,2,12403,si,si
53,ninguno,bajo,bajo,5,17942,no,no
30,ninguno,medio,bajo,0,8003,si,si
35,ninguno,medio,alto,1,16996,si,si
51,ninguno,bajo,bajo,4,9062,no,no
30,ninguno,bajo,medio,5,12334,no,si
32,ninguno,bajo,medio,4,8386,si,no
40,licenciatura,medio,alto,2,14923,si,si
35,licenciatura,bajo,bajo,5,13910,no,si
38,licenciatura,medio,alto,2,30413,si,si
30,licenciatura,medio,medio,1,62017,si,si
54,posgrado,bajo,bajo,2,5951,no,no
59,ninguno,bajo,bajo,5,7020,si,no
38,ninguno,medio,medio,2,58394,si,si
24,ninguno,alto,bajo,3,62407,si,si
53,ninguno,bajo,bajo,6,8491,no,no
58,posgrado,medio,medio,3,14683,si,si
44,ninguno,bajo,bajo,6,13790,no,si
29,licenciatura,medio,alto,1,29044,si,si
46,ninguno,medio,medio,3,71091,no,no
34,ninguno,medio,alto,0,21868,si,si
29,licenciatura,medio,bajo,3,740,no,no
53,posgrado,medio,medio,0,93061,si,si
25,licenciatura,bajo,bajo,3,2824,no,no
24,ninguno,bajo,bajo,3,9470,si,no
39,licenciatura,medio,medio,1,73609,si,si
21,licenciatura,medio,bajo,2,64481,si,si
21,licenciatura,medio,alto,1,70757,si,si
59,ninguno,bajo,medio,4,13189,si,no
30,ninguno,medio,bajo,1,74888,si,si
25,ninguno,bajo,bajo,5,2373,no,no
42,posgrado,medio,medio,2,81183,si,no
24,licenciatura,medio,medio,1,70350,si,si
57,ninguno,bajo,bajo,6,16049,no,no
32,ninguno,medio,bajo,3,85580,si,si
51,ninguno,medio,alto,2,73077,si,si
31,licenciatura,medio,alto,2,61417,si,no
42,ninguno,medio,medio,3,61929,no,no
29,ninguno,bajo,bajo,2,8563,no,no
49,ninguno,bajo,medio,5,13336,si,si
43,ninguno,bajo,medio,5,18380,si,no
58,ninguno,bajo,bajo,1,4059,no,no
48,ninguno,bajo,bajo,1,3353,no,si
44,ninguno,bajo,medio,5,12518,no,no
37,ninguno,medio,medio,2,84437,si,no
40,ninguno,medio,alto,1,38456,si,si
57,posgrado,bajo,bajo,3,6582,no,no
21,licenciatura,medio,bajo,2,47890,si,si
26,licenciatura,bajo,bajo,1,8628,no,no
57,posgrado,medio,bajo,3,19875,si,si
41,posgrado,bajo,bajo,4,6275,no,no
45,ninguno,bajo,bajo,2,15205,no,no
29,licenciatura,medio,bajo,2,95524,si,si
57,ninguno,bajo,bajo,4,15432,no,si
50,ninguno,bajo,bajo,2,1951,no,no
23,licenciatura,bajo,bajo,1,14446,si,si
49,posgrado,medio,bajo,0,5881,si,si
23,licenciatura,medio,medio,1,40672,si,si
57,ninguno,medio,medio,1,60310,si,no
58,posgrado,alto,alto,1,10554,si,no
25,licenciatura,bajo,bajo,2,3228,no,no
59,ninguno,bajo,bajo,5,4702,no,si
33,licenciatura,medio,bajo,0,51265,si,no
26,licenciatura,medio,bajo,3,24807,si,si
44,posgrado,medio,medio,0,96324,si,si
47,ninguno,alto,medio,0,10947,si,si
33,licenciatura,bajo,bajo,6,13756,no,no
49,posgrado,alto,alto,0,8856,no,no
27,posgrado,medio,medio,2,68818,si,si
37,ninguno,bajo,bajo,3,12242,no,no
21,licenciatura,medio,bajo,2,95061,no,no
29,licenciatura,bajo,medio,2,1198,no,no
48,posgrado,alto,bajo,0,13957,si,si
32,licenciatura,medio,bajo,3,44807,no,si
49,ninguno,bajo,bajo,1,12066,no,si
20,licenciatura,medio,medio,3,80000,si,si
60,ninguno,bajo,bajo,6,11053,no,no
51,ninguno,medio,alto,3,22527,si,no
42,ninguno,medio,alto,1,32943,si,si
44,ninguno,bajo,bajo,5,18115,no,no
60,ninguno,medio,alto,1,1503,si,si
35,licenciatura,bajo,bajo,4,8677,si,si
31,licenciatura,bajo,bajo,5,991,no,no
59,ninguno,bajo,bajo,4,1118,si,si
53,ninguno,bajo,bajo,2,4058,no,no
60,ninguno,bajo,bajo,4,19130,no,no
49,ninguno,bajo,bajo,2,9474,no,no
34,licenciatura,medio,alto,1,39457,si,si
42,posgrado,alto,medio,2,13007,si,si
28,licenciatura,medio,alto,1,66357,si,si
35,licenciatura,medio,alto,3,38777,si,si
36,licenciatura,bajo,bajo,5,13833,no,no
49,ninguno,bajo,bajo,1,10753,no,no
51,ninguno,bajo,bajo,2,16299,no,no
60,posgrado,medio,medio,2,41983,si,si
32,licenciatura,bajo,bajo,5,5853,no,no
58,ninguno,bajo,bajo,4,10656,no,no
36,licenciatura,medio,medio,1,91699,si,no
31,licenciatura,bajo,bajo,2,7313,no,no
21,licenciatura,medio,medio,1,61198,si,si
26,licenciatura,bajo,medio,5,8865,si,no
54,ninguno,bajo,bajo,4,9377,si,no
21,licenciatura,bajo,bajo,4,9130,no,no
41,posgrado,medio,bajo,0,92579,si,si
38,licenciatura,medio,bajo,0,56315,si,si
33,ninguno,medio,alto,1,29250,si,si
35,licenciatura,medio,alto,2,92122,si,si
31,ninguno,medio,bajo,1,84244,si,si
33,licenciatura,medio,medio,3,36631,si,si
42,ninguno,bajo,bajo,6,1821,si,si
39,ninguno,bajo,bajo,3,4034,si,no
31,licenciatura,medio,medio,0,21038,si,si
30,licenciatura,medio,bajo,2,61320,si,si
26,licenciatura,medio,medio,1,67810,si,no
45,posgrado,medio,medio,1,49477,si,si
28,licenciatura,medio,alto,1,2004,si,si
23,licenciatura,bajo,bajo,5,8482,no,no
28,ninguno,medio,alto,2,77182,no,si
40,licenciatura,medio,medio,1,71760,no,no
33,licenciatura,medio,bajo,1,6879,si,si
48,posgrado,medio,medio,0,60426,si,si
40,licenciatura,medio,alto,2,29584,si,no
53,ninguno,bajo,bajo,5,4218,no,no
42,ninguno,medio,medio,2,94646,si,si
58,ninguno,medio,medio,3,38775,si,si
29,licenciatura,medio,alto,3,93653,si,no
30,licenciatura,alto,medio,1,85232,si,si
57,ninguno,medio,alto,1,1833,si,si
50,ninguno,bajo,bajo,4,3394,no,no
39,licenciatura,bajo,bajo,2,15320,si,no
20,licenciatura,medio,bajo,1,45392,no,no
43,ninguno,bajo,bajo,6,9557,si,no
59,posgrado,medio,alto,1,19950,si,si
60,ninguno,bajo,bajo,3,1634,si,no
20,licenciatura,medio,bajo,2,19893,si,si
35,licenciatura,medio,bajo,2,46861,si,si
54,posgrado,medio,alto,0,34555,si,si
20,licenciatura,bajo,bajo,4,5842,no,no
22,ninguno,medio,medio,2,50492,si,no
60,ninguno,alto,medio,0,57658,si,si
56,ninguno,bajo,bajo,1,2934,no,no
57,ninguno,medio,bajo,1,70488,si,si
23,ninguno,bajo,bajo,2,17983,no,no
53,ninguno,bajo,bajo,4,1371,no,no
47,ninguno,bajo,bajo,6,3666,si,no
31,licenciatura,medio,bajo,0,41105,si,si
50,posgrado,medio,bajo,3,25234,si,si
22,licenciatura,bajo,medio,5,9864,no,no
26,licenciatura,medio,alto,2,86276,no,si
53,ninguno,bajo,bajo,4,3788,si,si
26,licenciatura,bajo,alto,6,3988,no,si
50,posgrado,medio,medio,1,40778,si,no
51,ninguno,bajo,bajo,2,3967,no,no
27,ninguno,medio,alto,2,28109,si,si
29,licenciatura,medio,bajo,0,84505,si,no
28,licenciatura,bajo,bajo,4,14668,no,no
54,posgrado,bajo,bajo,3,16428,si,si
39,licenciatura,medio,alto,0,8209,si,si
29,licenciatura,medio,alto,0,22030,no,si
59,posgrado,medio,medio,2,19219,si,si
37,ninguno,medio,medio,1,25986,si,si
25,posgrado,medio,alto,3,20780,no,no
41,ninguno,medio,medio,1,45470,si,si
35,ninguno,medio,medio,0,92834,no,no
43,ninguno,medio,alto,1,99701,si,no
30,licenciatura,bajo,bajo,1,3285,si,si
57,ninguno,bajo,bajo,2,6349,si,no
56,ninguno,bajo,bajo,5,11062,no,no
42,ninguno,medio,medio,0,27442,si,si
59,posgrado,alto,bajo,1,9404,si,si
55,ninguno,bajo,bajo,6,15360,no,no
46,ninguno,bajo,bajo,4,8154,si,no
51,ninguno,bajo,bajo,1,13728,no,no
49,ninguno,medio,medio,3,17325,si,si
42,ninguno,bajo,bajo,4,16819,si,no
50,ninguno,bajo,bajo,6,3906,no,no
59,ninguno,bajo,bajo,5,7671,no,no
55,posgrado,medio,bajo,0,83725,si,si
56,posgrado,medio,alto,0,2032,si,si
32,ninguno,bajo,bajo,3,16059,si,si
34,licenciatura,bajo,medio,5,15480,si,no
60,ninguno,bajo,bajo,6,1112,no,no
23,ninguno,medio,bajo,1,11945,si,no
48,ninguno,bajo,bajo,3,12828,no,no
48,ninguno,bajo,bajo,5,3947,si,si
51,ninguno,medio,alto,2,55081,si,si
30,ninguno,bajo,bajo,2,16342,no,no
50,ninguno,bajo,bajo,4,15257,no,no
22,licenciatura,bajo,bajo,5,6018,no,si
39,licenciatura,medio,medio,0,5732,si,si
43,ninguno,bajo,bajo,2,1918,no,no
24,ninguno,bajo,bajo,6,19739,no,no
38,licenciatura,medio,bajo,0,45539,si,si
50,ninguno,bajo,bajo,5,4349,si,si
55,posgrado,medio,medio,0,58729,si,si
42,ninguno,bajo,bajo,6,5521,no,no
27,licenciatura,medio,bajo,0,70186,si,si
37,licenciatura,bajo,bajo,4,17389,no,no
20,licenciatura,medio,bajo,1,63580,si,si
45,ninguno,bajo,bajo,6,9364,si,no
32,posgrado,medio,alto,0,53458,no,si
37,posgrado,medio,medio,0,84768,si,no
32,ninguno,medio,alto,3,53418,si,si
22,licenciatura,bajo,medio,5,13499,no,no
49,ninguno,medio,medio,1,53275,si,si
42,posgrado,bajo,alto,4,8681,si,si
46,posgrado,medio,alto,0,91652,si,no
40,licenciatura,medio,medio,1,53775,si,si
46,ninguno,bajo,bajo,3,4982,no,si
54,ninguno,medio,alto,3,62964,no,no
34,licenciatura,bajo,medio,1,4473,no,no
56,ninguno,bajo,bajo,3,17123,no,no
27,posgrado,medio,medio,2,64898,si,si
34,posgrado,bajo,bajo,1,12726,si,no
59,ninguno,bajo,bajo,4,14769,no,no
47,ninguno,bajo,bajo,3,2691,si,no
57,ninguno,medio,alto,2,81280,si,si
36,licenciatura,medio,alto,2,98630,si,no
57,ninguno,bajo,bajo,3,13821,no,no
27,ninguno,medio,medio,3,92652,si,si
20,ninguno,medio,medio,3,19179,si,si
58,ninguno,medio,medio,1,89008,si,si
57,ninguno,medio,medio,2,33400,si,no
60,ninguno,bajo,bajo,1,8489,no,si
20,licenciatura,medio,alto,3,10119,si,si
44,posgrado,bajo,bajo,6,10901,no,si
60,posgrado,medio,alto,0,11895,si,no
29,licenciatura,medio,alto,3,39703,si,si
24,licenciatura,medio,alto,0,92857,si,si
35,licenciatura,medio,bajo,1,62944,si,no
57,ninguno,bajo,bajo,1,1597,no,no
38,ninguno,bajo,medio,3,5381,no,no
43,ninguno,medio,medio,1,95660,si,si
55,posgrado,alto,medio,2,33538,si,si
45,ninguno,bajo,bajo,4,19366,no,no
56,ninguno,bajo,bajo,6,9411,no,no
24,licenciatura,medio,bajo,1,71841,si,si
47,ninguno,alto,alto,1,5694,si,si
29,licenciatura,bajo,bajo,5,4587,no,no
32,licenciatura,bajo,bajo,5,18098,no,no
36,licenciatura,medio,bajo,2,7787,si,si
32,licenciatura,medio,medio,2,71185,si,no
37,licenciatura,bajo,bajo,6,14871,si,si
52,ninguno,bajo,bajo,6,1453,no,no
